Review_ID,Movie_Title,Keyword_1,Score_1,Keyword_2,Score_2,Keyword_3,Score_3,Keyword_4,Score_4,Keyword_5,Score_5
9699710,Oppenheimer,tell christopher nolans,0.73,different nolans filmmake,0.7094,nolans filmmake showcase,0.6994,nolans filmmake,0.6853,christopher nolans,0.6707
9207354,Oppenheimer,christopher nolan ambitious,0.5952,christopher nolan,0.5679,nolan ambitious director,0.5644,nolan ambitious,0.5009,nolan,0.4357
9220846,Oppenheimer,oscar christopher nolan,0.6787,good christopher nolan,0.6704,christopher nolan movie,0.6241,nolan movie far,0.6148,christopher nolan,0.6025
9613177,Oppenheimer,film entertain,0.5494,film entertain far,0.5464,film ratingit great,0.5376,new film ratingit,0.5338,film ratingit,0.5249
9379705,Oppenheimer,portray oppenheimer good,0.5737,witness recommend movie,0.5636,recommend movie,0.5621,movie overly interesting,0.5574,portray oppenheimer,0.5477
9442323,Oppenheimer,documentary oppenheimer enjoy,0.5673,documentary like flash,0.566,movie life,0.5643,colourful video movie,0.5311,video movie recoup,0.531
9212198,Oppenheimer,documentary lover think,0.6066,think movie opinion,0.5378,think documentary,0.5365,think documentary documentary,0.5255,movie opinion total,0.5245
9205252,Oppenheimer,nolan style oppenheimer,0.6582,christopher nolan brand,0.567,christopher nolan,0.5663,oppenheimer biography narrate,0.5497,pick oppenheimer biography,0.5376
9253084,Oppenheimer,say nolans film,0.6471,film say nolans,0.6101,nolans film,0.5783,nolan superb director,0.5446,christopher nolan,0.5262
9210915,Oppenheimer,oppenheimer extraordinary cinematic,0.6591,oppenheimer cinematic,0.6365,conclusion oppenheimer cinematic,0.6202,oppenheimer cinematic marvel,0.6184,oppenheimer extraordinary,0.5981
9566021,Oppenheimer,director christopher nolan,0.5539,christopher nolan,0.5397,biopic robert oppenheimer,0.5264,christopher nolan technically,0.5164,oppenheimer cillian murphy,0.5135
9468492,Oppenheimer,critique lengthiness film,0.6173,short masterpiece dialogue,0.5861,long film plot,0.5774,movie short masterpiece,0.5656,masterpiece dialogue perfectly,0.5371
9214730,Oppenheimer,cinema brilliant actor,0.6247,rarely cinema brilliant,0.6084,actor build perfect,0.5976,cinema brilliant,0.5782,perfect famous,0.5608
9211868,Oppenheimer,incredibly disappointed nolan,0.6562,disappointed nolan good,0.6442,disappointed nolan,0.6306,oppenheimer incredible cinematography,0.6306,nolan good capture,0.5985
9585305,Oppenheimer,perspective talk oppenheimeri,0.5626,mind robert oppenheimer,0.5504,biopic robert oppenheimer,0.5323,oppenheimer world experience,0.5161,talk oppenheimeri,0.5121
9815253,Oppenheimer,christopher nolan oppenheimer,0.7336,oppenheimer christopher nolan,0.7315,oppenheimer perspective nolan,0.7154,nolan oppenheimer christopher,0.6959,nolan oppenheimer,0.6785
9251636,Oppenheimer,sufficedhistorical film opinion,0.6068,film opinion need,0.5997,film opinion,0.5665,movie need audience,0.5507,sufficedhistorical film,0.5404
9228464,Oppenheimer,atomic bomb genius,0.5392,bomb physicist reluctant,0.519,atomic bomb physicist,0.5103,war oppenheimer,0.4928,enigmatic character oppenheimer,0.49
9206254,Oppenheimer,movie absolute blast,0.5857,exciting movie movie,0.5518,hope movie absolute,0.5278,hour movie movie,0.5194,movie movie sweep,0.4836
9232653,Oppenheimer,actor mr murphy,0.7023,shawshank tim robbins,0.5965,mr murphy,0.585,lead actor,0.5622,actor,0.5574
9222275,Oppenheimer,nolan movie think,0.5434,nolan movie,0.5369,movie think conversation,0.5295,conversation movie minute,0.5215,pattern nolan movie,0.516
9237752,Oppenheimer,brilliance cillian murphy,0.6346,write brilliance cillian,0.5598,cillian murphy,0.5391,cillian murphy ensemble,0.5385,write brilliance,0.5222
9643974,Oppenheimer,movie confuse boring,0.6484,movie home cinema,0.5231,movie academy,0.512,movie confuse,0.5117,film movie academy,0.511
9415065,Oppenheimer,oppenheimer christopher nolans,0.6987,christopher nolans good,0.6203,good movie oppenheimer,0.6154,oppenheimer brilliantly good,0.6109,nolan good director,0.6057
9206862,Oppenheimer,dessionsoppenheimer vision imax,0.5043,time imax god,0.4986,nolan say watch,0.4908,time imax,0.4864,vision imax,0.4838
9216297,Oppenheimer,begin say oppenheimer,0.6429,film oppenheimer,0.5722,bomb oppenheimer,0.5619,film oppenheimer initial,0.5546,say oppenheimer,0.5538
9225388,Oppenheimer,movie run intense,0.5438,beginning movie incredible,0.5271,movie incredible way,0.5214,movie belt movie,0.5143,film feel fully,0.5133
9221754,Oppenheimer,important movie romanticthis,0.4032,think film able,0.3943,happen film focus,0.3934,think film,0.3909,film mention come,0.3875
9213638,Oppenheimer,outall christopher nolan,0.487,nolan film,0.4863,nolan film leave,0.4857,christopher nolan film,0.4808,christopher nolan,0.4683
9206337,Oppenheimer,like interstellar physics,0.5112,interstellar physics reward,0.4824,physics reward profound,0.48,like interstellar,0.4767,space brief unexploredthe,0.4549
9529973,Oppenheimer,director christopher nolan,0.6378,christopher nolan repeat,0.6208,christopher nolan,0.5913,scene film make,0.565,film make typical,0.5123
9209492,Oppenheimer,nolan second film,0.5257,high nolan film,0.5219,nolan film,0.518,start collaboration nolan,0.4396,collaboration nolan,0.4358
9207372,Oppenheimer,oppenheimer national hero,0.3963,filmmakerextraordinaire christopher nolan,0.3941,talk nolan,0.393,eye robert oppenheimer,0.3924,christopher nolan,0.3851
9205575,Oppenheimer,mallick remade interstellar,0.671,remade interstellar feel,0.6584,remade interstellar,0.617,interstellar feel like,0.6088,interstellar feel,0.5954
9527369,Oppenheimer,christopher nolan,0.5653,christopher nolan deserve,0.5265,make christopher nolan,0.5176,cinematography cilllan murphy,0.5146,brilliant cast great,0.5076
9205107,Oppenheimer,nolan reason love,0.6045,love nolan reason,0.528,love love nolan,0.5018,reason love creative,0.4873,reason love,0.4868
9201698,Oppenheimer,definitely masterpiece nolan,0.6529,christopher nolans worksyou,0.6477,christopher nolans,0.6205,masterpiece nolan genius,0.6172,masterpiece nolan,0.6133
9314885,Oppenheimer,focus film political,0.6357,main focus film,0.5678,film political story,0.5533,film political,0.5514,focus film,0.5329
9671525,Oppenheimer,nolan cinematic poetry,0.6547,think nolan cinematic,0.6387,nolan cinematic,0.6198,nolan far overrated,0.5899,musici think nolan,0.524
9357688,Oppenheimer,expect film great,0.5411,film great stuff,0.5393,anxiousthis film pull,0.5305,downhonestly fantastic film,0.5225,film pull incredible,0.4991
9211888,Oppenheimer,use respect nolan,0.5961,nolanwhile great director,0.5875,sound nolan,0.5654,respect nolan,0.5456,nolan trap past,0.5427
9353507,Oppenheimer,stonedead movie boring,0.5644,movie boring watch,0.5464,movie boring,0.5384,descriptive actor nolans,0.4776,imagination music unbearable,0.4725
9219865,Oppenheimer,movie christopher nolan,0.5511,job christopher nolan,0.5146,christopher nolan fan,0.5052,christopher nolan,0.4955,christopher nolan thing,0.4917
9206449,Oppenheimer,opinionthe film extremely,0.5772,opinionthe film,0.5435,film extremely make,0.5176,unbiased opinionthe film,0.5109,involve feel thoroughly,0.4906
9213770,Oppenheimer,movie engaging entertaining,0.5623,engaging entertaining movie,0.5602,movie engaging,0.5458,good movie engaging,0.5427,movie strong lack,0.4765
9211535,Oppenheimer,oppenheimer favourite nolan,0.643,favourite nolan movie,0.6405,nolan movie,0.5842,favourite nolan,0.5518,nolan movie farthe,0.5154
9676471,Oppenheimer,oscar worthy think,0.5211,feel really oscar,0.4986,want like movie,0.4754,oscar worthy,0.4721,really oscar worthy,0.4447
9212829,Oppenheimer,filmthe trouble wish,0.6068,wish make film,0.5948,nolan filmthe,0.5231,forward nolan filmthe,0.5212,nolan filmthe trouble,0.5154
9203899,Oppenheimer,murphy portrayal oppenheimer,0.7029,portrayal oppenheimer aweinspire,0.6969,portrayal oppenheimer,0.668,oppenheimer cinematic gem,0.6164,oppenheimer cinematic,0.5967
9219562,Oppenheimer,oppenheimer remember trailer,0.5857,nolan film performance,0.5788,come nolan film,0.5519,nolan film,0.5412,remember trailer cinema,0.5125
9274208,Oppenheimer,nolans nonlinear,0.4874,oppenheimer life,0.485,oppenheimer life whilst,0.4747,success triumph oppenheimer,0.4673,oppenheimer biopic,0.4629
9264499,Oppenheimer,stick oppenheimer simply,0.4727,completely stick oppenheimer,0.4683,stick oppenheimer,0.461,workoppenheimer,0.4546,oppenheimer simply,0.4507
9207211,Oppenheimer,theater imax worthy,0.6206,ott theater imax,0.5592,imax worthy mm,0.5567,theater imax,0.5451,imax worthy,0.5261
9427772,Oppenheimer,story highlight oppenheimer,0.587,scientistsfinal verdict nolan,0.559,atomic bombsthe story,0.55,robert oppenheimer life,0.5498,oppenheimer life,0.5247
9253508,Oppenheimer,interstellar,0.5576,stanley kubrick happen,0.5436,movie start friend,0.5407,interstellar inception,0.5372,kubrick happen connectome,0.536
9228350,Oppenheimer,director christopher nolan,0.5847,witness incredible,0.5642,remarkable narrative director,0.55,witness incredible work,0.5497,incredible work director,0.5448
9232556,Oppenheimer,important topic moviebut,0.6156,topic moviebut,0.5459,topic moviebut guess,0.5189,drama instead scientist,0.4975,end important topic,0.4785
9205062,Oppenheimer,like cinematography special,0.5432,cinematography special,0.5131,good like cinematography,0.512,like cinematography,0.5111,think nolan writing,0.504
9205544,Oppenheimer,think nolan oscar,0.608,nolan oscar,0.601,mr christopher nolans,0.5828,christopher nolans,0.5749,nolans time movie,0.5446
9213713,Oppenheimer,review wellfirstly movie,0.5675,film christopher nolan,0.5052,review wellfirstly,0.4546,quality film christopher,0.4503,colorful review wellfirstly,0.4323
9203752,Oppenheimer,politics nolan stunning,0.6295,american politics nolan,0.5852,politics nolan,0.5796,film act nolan,0.5773,act nolan,0.5638
9208157,Oppenheimer,film oppenheimer use,0.6156,film oppenheimer,0.5917,act oppenheimer,0.584,like film oppenheimer,0.5596,filmoppenheimer excellent film,0.5581
9941404,Oppenheimer,like sound section,0.5333,participate story example,0.5134,project participate story,0.4953,pause pace narration,0.495,pace narration,0.4833
9229865,Oppenheimer,oppenheimer urgent dialogue,0.4928,robert oppenheimer brilliant,0.4751,oppenheimer urgent,0.4742,subject robert oppenheimer,0.4732,oppenheimer brilliant,0.4702
9206873,Oppenheimer,nolan achieve film,0.7178,christopher nolan achieve,0.6598,christopher nolan,0.6465,academy award nolan,0.6368,nolan achieve,0.5579
9224759,Oppenheimer,film christopher nolan,0.6042,movie coordination vividity,0.5915,movie overall acting,0.5852,compare film christopher,0.5848,nolan movie coordination,0.5811
9209414,Oppenheimer,meaningful insight oppenheimer,0.5279,portrayal oppenheimer,0.5236,portrayal oppenheimer bland,0.4948,life robert oppenheimer,0.4939,oppenheimer character,0.4881
9246252,Oppenheimer,nolan confess moviebwas,0.6727,screenplay nolan,0.6695,bad screenplay nolan,0.6643,fan nolan confess,0.5811,big fan nolan,0.578
9300032,Oppenheimer,beginning film oppenheimer,0.6226,film oppenheimer read,0.5973,film oppenheimer,0.5709,film interesting tell,0.5443,film interesting,0.5381
9214117,Oppenheimer,history film person,0.515,film person recommend,0.5075,movie theater sit,0.4791,history watch moviei,0.4461,recommend read history,0.4321
9212656,Oppenheimer,cinematography good act,0.6352,good cinematography,0.5873,good cinematography good,0.5713,cinematography good,0.5543,cinematography,0.4712
9651621,Oppenheimer,manhattan project oppenheimer,0.6291,oppenheimer brilliant,0.5931,project oppenheimer,0.5876,robert oppenheimer work,0.5859,turmoil oppenheimer brilliant,0.5859
9208306,Oppenheimer,directorial genius nolan,0.625,act directorial genius,0.5312,director oscar dunkirk,0.5131,good director oscar,0.5128,oscar dunkirk,0.5035
9329121,Oppenheimer,brilliantly direct nolan,0.6225,direct nolan breathtaking,0.6158,nolan love movie,0.5907,nolan breathtaking performance,0.5753,direct nolan,0.5689
9525733,Oppenheimer,movie realize commie,0.5814,invention movie,0.5628,invention movie barely,0.5519,technical filmmaking perspective,0.5392,development invention movie,0.5265
9357843,Oppenheimer,film great act,0.6113,welldone film great,0.595,really welldone film,0.5865,act cillian murphy,0.5587,welldone film,0.5332
9209478,Oppenheimer,movie casual viewer,0.5772,like dunkirk underwhelmed,0.5186,dunkirk underwhelmed consider,0.5052,casual viewer,0.4718,passive subject politic,0.4671
9487095,Oppenheimer,effect audience cinema,0.6611,cinema audience film,0.6351,audience film narrator,0.6332,audience cinema,0.6191,audience cinema make,0.6145
9485200,Oppenheimer,modern hollywood productionoppenheimer,0.5764,productionoppenheimer decent movie,0.5727,hollywood productionoppenheimer decent,0.5555,oppenheimer movie suppose,0.5379,hollywood productionoppenheimer,0.5292
9569843,Oppenheimer,oppenheimer great exploration,0.6003,physicist favourite film,0.5875,oppenheimer great,0.5862,oppenheimer wide cast,0.5808,oppenheimer,0.5703
9208666,Oppenheimer,movie breath air,0.5703,movie breath,0.567,movie pump,0.5539,certain movie rely,0.5523,movie pump feel,0.5463
9857141,Oppenheimer,review say boring,0.5246,excited watch oppenheimer,0.4913,pay watch theatre,0.4622,watch theatre,0.4534,normal hr movie,0.4523
9203088,Oppenheimer,nolan spectacle cinemaive,0.7751,nolan spectacle,0.7471,true nolan spectacle,0.746,nolan succeed create,0.6422,new nolan,0.632
9533329,Oppenheimer,movie agree enjoyable,0.5536,agree enjoyable nolan,0.5454,enjoyable nolan tell,0.5356,enjoyable nolan,0.5308,casting amazing movie,0.5213
9317265,Oppenheimer,movie plot center,0.5162,moviea oppenheimer inner,0.497,irrelevant moviea oppenheimer,0.4868,oppenheimer emotional,0.4795,oppenheimer emotional experience,0.4734
9201147,Oppenheimer,nolan movie oppenheimer,0.656,man oppenheimer nolan,0.6136,oppenheimer nolan,0.5726,oppenheimer nolan attempt,0.5617,oppenheimer achieve life,0.5569
10248407,Oppenheimer,movie oppenheimer talk,0.5081,understand make mistake,0.4788,oppenheimer talk dutch,0.4773,beginning movie oppenheimer,0.4763,movie oppenheimer,0.4695
9267925,Oppenheimer,cinema thinking great,0.6372,think film brilliantly,0.6315,thinking great film,0.6261,cinema thinking,0.621,film brilliantly act,0.6064
9208482,Oppenheimer,consider hype film,0.602,kind movie peak,0.5469,film kind boring,0.5298,movie peak moment,0.5267,movie acting outstanding,0.5012
9252085,Oppenheimer,portrayal oppenheimer film,0.6375,fan nolan film,0.6033,nolan film include,0.6003,nolan film,0.5918,portrayal oppenheimer,0.583
9467589,Oppenheimer,christopher nolancillian murphy,0.6298,direct christopher nolancillian,0.5694,nolancillian murphy tremendous,0.5485,christopher nolancillian,0.5153,nolancillian murphy,0.515
9344331,Oppenheimer,recommend movie especially,0.5718,say movie time,0.5659,recommend movie,0.5609,movie especially recommend,0.5431,movie time easily,0.5377
9636660,Oppenheimer,praise direct blockbuster,0.5596,great flavor movie,0.5097,direct hollywood great,0.5012,direct blockbuster movie,0.4933,blockbuster movie like,0.4877
9281831,Oppenheimer,christopher nolan,0.5971,christopher nolan movie,0.5715,nolan movie easy,0.5685,nolan movie,0.5566,nolan,0.5099
9209916,Oppenheimer,hyped movie especially,0.6412,hyped movie,0.6169,review imdb son,0.5826,son wait movie,0.5695,movie plain boring,0.5228
9229225,Oppenheimer,nolan film interesting,0.5418,matt damon excellent,0.5316,murphy matt damon,0.5143,ensemble cast excellent,0.5067,nolan film,0.5065
9206860,Oppenheimer,movie politic conspiracy,0.5768,movie people critic,0.5522,movie politic,0.5494,bomb trailer misleading,0.5002,say like movie,0.5002
9205612,Oppenheimer,film amazing nolan,0.698,nolan interesting filmmaker,0.694,film disappointedchristopher nolan,0.6219,unique nolan excellent,0.6043,nolan excellent sound,0.565
9438853,Oppenheimer,joke ai nuclear,0.4634,war nuclear destroy,0.4585,nuclear destroy,0.4419,war nuclear,0.4388,minute rate waste,0.438
9221647,Oppenheimer,nominate good actor,0.6587,actor sound,0.5601,love movie feel,0.5579,watch actor wonderful,0.5552,actor wonderful job,0.5526
9237307,Oppenheimer,true masterpiece movie,0.6698,masterpiece movie alike,0.5908,masterpiece movie,0.5819,christopher nolan enhance,0.5483,unbelievable authenticity movie,0.5219
9474638,Oppenheimer,movie people love,0.5627,recommend movie people,0.548,negative movie feel,0.5462,struggle robert oppenheimer,0.5317,movie feel,0.5314
9288899,Oppenheimer,succeed christopher nolan,0.5743,nolan film emotional,0.5702,write nolan film,0.5532,nolan film,0.5316,write nolan,0.5218
9225503,Oppenheimer,acting film exceptional,0.6756,think acting film,0.5727,acting film,0.5692,film feel manipulative,0.5488,think acting,0.5476
9207356,Oppenheimer,adequate superlative nolan,0.7617,superlative nolan,0.738,superlative nolan late,0.7177,nolan late masterpieceseldom,0.6346,think adequate superlative,0.5913
9205111,Oppenheimer,love movie seriously,0.5784,unique world cinema,0.5247,movie year nolans,0.5041,cinema movie,0.5036,love movie,0.4909
9459118,Oppenheimer,opinion film exist,0.7905,opinion film,0.7294,experiencethis film emotional,0.6468,mistake opinion film,0.6236,film exist entertain,0.6027
9215300,Oppenheimer,movie make boring,0.6329,come cinema boy,0.5766,come cinema,0.5337,cinema boy,0.5273,cinema boy drag,0.524
9340815,Oppenheimer,todays society challenge,0.5215,society challenge way,0.4988,society challenge,0.4881,revive terrible tragedy,0.448,new kid weak,0.4375
9237906,Oppenheimer,expect good nolan,0.6603,effect nolan,0.6428,nolan thing unforgettable,0.6136,nolan justifiable praise,0.6107,practical effect nolan,0.6095
9204228,Oppenheimer,nolan filmmaking brilliance,0.7801,christopher nolan filmmaking,0.7354,nolan filmmaking,0.7298,reaffirm christopher nolans,0.6697,director christopher nolan,0.6673
9270600,Oppenheimer,nolans film cinema,0.4856,oppenheimer like biopic,0.4617,cinema exciting director,0.4614,focus strauss oppenheimer,0.4594,film cinema memento,0.4348
9217229,Oppenheimer,work hard movie,0.5363,scare time movie,0.5051,fantasticthe movie og,0.5007,fantasticthe movie,0.4909,movie make feel,0.4851
9242710,Oppenheimer,editing opinion movie,0.5551,opinion try memento,0.5473,nolan fan opinion,0.5255,try memento film,0.4749,film need approach,0.4702
9219159,Oppenheimer,film doubt americans,0.4998,americans know oppenheimer,0.4684,surprised film doubt,0.4654,event film,0.4618,know oppenheimer florida,0.46
9214210,Oppenheimer,scifi experience nolan,0.7212,experience nolan,0.6404,nolan amazing,0.5999,experience nolan usually,0.5985,educational nolan amazing,0.5821
9236604,Oppenheimer,murphy engage film,0.586,film critic,0.5724,pro film critic,0.5487,film make people,0.511,film make,0.4965
9205031,Oppenheimer,nolanthis movie good,0.6685,nolanthis movie,0.5755,year nolanthis movie,0.5685,movie boring cus,0.557,ppl say movie,0.5066
9205298,Oppenheimer,oppenheimer direct visionary,0.6034,character robert oppenheimer,0.6016,human experience oppenheimer,0.5974,biographical film oppenheimer,0.5936,experience oppenheimer,0.5864
9534588,Oppenheimer,rare sort biopic,0.4658,sort biopic,0.4628,biopic,0.4623,main criticism film,0.4527,criticism film warrant,0.4525
9225790,Oppenheimer,deliver movie good,0.613,hype great deliver,0.563,deliver movie,0.5492,great deliver movie,0.5366,channel disappoint,0.508
9334487,Oppenheimer,make historical movie,0.6327,nolans movie absolutely,0.5928,christopher nolans movie,0.5921,love christopher nolans,0.58,christopher nolans,0.5686
9216954,Oppenheimer,movie focus brilliant,0.6368,movie brilliant director,0.5921,movie brilliant,0.5748,movie focus,0.5257,themthis movie focus,0.5061
9204343,Oppenheimer,cinema experience masterpiece,0.5693,cinema experience,0.5493,watch cinema experience,0.5412,movie experience,0.5339,conventional movie experience,0.5248
9206305,Oppenheimer,theatre movie experienceall,0.633,movie experienceall,0.546,theatre movie,0.5377,movie experienceall hail,0.5253,hour theatre movie,0.5183
9426803,Oppenheimer,movie barbie,0.5123,movie barbie box,0.4908,movie savor story,0.485,time movie barbie,0.4803,watch movie,0.4722
9225738,Oppenheimer,nolan cast director,0.5651,nolan movie usually,0.5615,really nolan cast,0.5325,role really nolan,0.5302,characteristic nolan movie,0.5237
9210082,Oppenheimer,oppenheimer hype crap,0.559,watch ott oppenheimer,0.544,oppenheimer interrogation opphenhimer,0.5379,oppenheimer interrogation,0.5288,oppenheimer,0.515
9207986,Oppenheimer,sleep long boring,0.6691,watch cinema sleep,0.6485,movie completely boring,0.6472,cinema sleep,0.6339,cinema sleep long,0.6213
9204107,Oppenheimer,strauss robert feel,0.4557,talk strauss robert,0.4476,character interesting strauss,0.4465,good movie focus,0.4388,movie plot,0.4267
9465079,Oppenheimer,character oppenheimer movie,0.5914,oppenheimer movie hope,0.5672,oppenheimer movie,0.5627,scene guess oppenheimer,0.5609,disappoint feel movie,0.5384
9211163,Oppenheimer,portrayal oppenheimer careerdefining,0.571,performance oppenheimer portrayal,0.563,portrayal oppenheimer,0.5592,oppenheimer cinematic achievement,0.558,oppenheimer portrayal,0.5566
9258078,Oppenheimer,moral line nolan,0.673,line nolan project,0.6301,nolan project film,0.6299,line nolan,0.5559,nolan project,0.5417
9224510,Oppenheimer,learn hiroshima director,0.504,hiroshima director choose,0.4957,oppenheimer learn hiroshima,0.4841,hiroshima director,0.464,learn hiroshima,0.4256
9255896,Oppenheimer,christopher nolan,0.5611,fan christopher nolan,0.5576,nolan believe batman,0.5399,score christopher nolan,0.5181,nolan genius,0.5176
9223194,Oppenheimer,recommendation watch imax,0.6055,watch imax good,0.5933,imax good experience,0.5775,watch imax,0.5714,life fari imax,0.5672
9440673,Oppenheimer,nolan movie oppenheimer,0.5683,oppenheimer father nuclear,0.556,movie oppenheimer,0.548,robert oppenheimer father,0.5376,manhattan projectrobert oppenheimer,0.5231
10198062,Oppenheimer,oppenheimer cinematic masterpiece,0.7429,oppenheimer cinematic,0.6814,oppenheimer visually stunning,0.6471,murphy oppenheimer outstanding,0.6179,cillian murphy oppenheimer,0.5902
9210271,Oppenheimer,brilliant life oppenheimer,0.6458,bomb spectacular oppenheimer,0.6036,christopher nolans good,0.5963,movie brilliant life,0.5762,life oppenheimer,0.5646
9213301,Oppenheimer,film christopher nolan,0.7198,christopher nolan bore,0.6417,captivating christopher nolan,0.6347,christopher nolan,0.6226,christopher nolan semiredeeme,0.6184
9219941,Oppenheimer,movie nolan favorite,0.6472,movie nolan,0.6129,reason movie nolan,0.5995,nolan make excellent,0.5704,opinion nolan make,0.5691
9949872,Oppenheimer,robert oppenheimer,0.5007,physicist robert oppenheimer,0.48,oppenheimer,0.4775,robert oppenheimer follow,0.4698,film base pulitzer,0.4561
9212052,Oppenheimer,premiere movie amazing,0.684,movie amazing want,0.6138,movie amazing,0.6113,genius film sit,0.6007,create genius film,0.5931
9204310,Oppenheimer,movie fact history,0.5898,biographical movie fact,0.5672,movie fact,0.5516,watch interstellar,0.5501,movie oppenheimer dunkirk,0.5416
9800046,Oppenheimer,christopher nolans oppenheimer,0.6401,nolans oppenheimer masterfully,0.6255,nolans oppenheimer,0.5762,nolan prowess filmmaker,0.5498,murphy portrayal oppenheimer,0.537
9223810,Oppenheimer,actor nolan movie,0.65,key actor nolan,0.6431,nolan movie,0.6265,actor nolan,0.6208,nolan movie scene,0.5947
9575083,Oppenheimer,oppenheimer captivate historical,0.5495,captivate historical drama,0.5292,theater personal experience,0.5235,manhattan project threehour,0.521,manhattan project,0.4983
9204545,Oppenheimer,oppenheimer simply great,0.5477,imax theatre injustice,0.542,movie aspect performance,0.5385,experience imax theatre,0.531,movie balance,0.5218
9232296,Oppenheimer,film like oppenheimer,0.6239,focus oppenheimer truly,0.5578,intention focus oppenheimer,0.5566,focus oppenheimer,0.5295,rewarding film make,0.5255
9204650,Oppenheimer,july day showafter,0.4469,st july,0.4464,st july day,0.4236,finish tenet nolan,0.4056,nolan,0.4048
9205753,Oppenheimer,nolan make masterpiece,0.7015,good nolan make,0.5923,incredibly good nolan,0.5872,moviewhen say masterpiece,0.5663,movieoppenheimer oscar,0.5495
9321199,Oppenheimer,dialogue scene break,0.5064,professional editor point,0.4808,scene break,0.4736,work professional editor,0.4577,editor point,0.4573
9217736,Oppenheimer,noise occur,0.5595,loud jump scare,0.5562,huge noise occur,0.5544,atomically loud,0.5533,noise occur regularly,0.5432
9305751,Oppenheimer,magnificient film splendid,0.5487,think flawless film,0.5446,film splendid,0.5381,film open insecure,0.5364,wonder project scientist,0.5217
9209615,Oppenheimer,nolan great filmmaker,0.6312,christopher nolan great,0.6265,say christopher nolan,0.6234,christopher nolan,0.5479,nolan great,0.5115
9546903,Oppenheimer,movie mainly focus,0.5993,drama movie atomic,0.5809,movie atomic bombpart,0.5643,actor actingthe problem,0.5361,movie atomic,0.5351
9472264,Oppenheimer,film nolan enthusiast,0.5711,turn film nolan,0.558,film nolan,0.5566,academy award nolan,0.4989,ambiguity arise oppenheimer,0.495
9234675,Oppenheimer,turn compelling cinematechnically,0.6062,compelling cinematechnically,0.5585,compelling cinematechnically great,0.5449,nolan realistic movie,0.5253,fi thriller relatable,0.5124
9701106,Oppenheimer,movie nolans,0.4808,rate movie nolans,0.441,movie commie unnecessary,0.4377,christopher nolan fanor,0.431,christopher nolan,0.4262
9212399,Oppenheimer,nolans film genre,0.6754,film genre nolana,0.6649,christopher nolans film,0.6623,genre nolana justice,0.6616,nolans film,0.654
9301030,Oppenheimer,film fail deliver,0.606,film fail,0.5942,hformat film deserve,0.5901,produce great actor,0.5434,hype certainly oscarmaterial,0.5409
9203678,Oppenheimer,nolan choose oppenheimer,0.5472,choose oppenheimer,0.5099,choose oppenheimer biopic,0.493,bomb oppenheimer,0.486,atomic bomb oppenheimer,0.4773
9447283,Oppenheimer,weaponsthe oppenheimer film,0.6009,oppenheimer critically acclaim,0.5979,film focus oppenheimer,0.5778,oppenheimer film,0.572,film address oppenheimer,0.5697
9229043,Oppenheimer,oppenheimer boring movie,0.6646,good film century,0.6309,oppenheimer need film,0.6157,film century despite,0.602,movie cinema,0.5932
9295658,Oppenheimer,story line mainly,0.6076,story line,0.5454,interesting story line,0.4758,line curse god,0.4465,line new information,0.4459
9254340,Oppenheimer,nolan superior film,0.6425,superior film starstudde,0.5805,superior film,0.553,nolan superior,0.5269,film think degrade,0.471
9253037,Oppenheimer,like movie loud,0.5701,loud movie loud,0.5314,movie loud,0.5083,film music,0.4809,effectivelythe music sound,0.4645
9264653,Oppenheimer,nolan say horror,0.5351,nolans early film,0.5249,understand nolans fascination,0.5178,music recall nolans,0.5177,level drown dialogue,0.5161
9243612,Oppenheimer,einstein filmdefinitely watch,0.5785,nice einstein filmdefinitely,0.5673,einstein filmdefinitely,0.563,recommend highly quantum,0.5475,cinema loud bomb,0.5188
9565201,Oppenheimer,christopher nolan oppenheimer,0.552,golden globe oppenheimer,0.5353,nolan oppenheimer certainly,0.5211,nolan oppenheimer,0.4957,good actor award,0.4956
9242542,Oppenheimer,film write,0.6047,filmwhat shame film,0.5914,like filmwhat shame,0.5894,film write character,0.5854,great film write,0.5712
9554977,Oppenheimer,follow inception interstellar,0.6219,interstellar,0.6024,inception interstellar,0.5974,inception interstellar way,0.5629,interstellar way actor,0.5571
9286455,Oppenheimer,crowd nolan moviefirst,0.5734,nolan moviefirst,0.5549,positive oppenheimer cinematography,0.5028,oppenheimer know nolan,0.4873,oppenheimer cinematography,0.4835
9221652,Oppenheimer,surround oppenheimer movie,0.5667,oppenheimer movie,0.529,nolan film know,0.529,nolan film,0.518,oppenheimer far movie,0.5112
9453984,Oppenheimer,christopher nolan,0.6493,murphy christopher nolan,0.6476,filmmaker christopher nolan,0.6452,robert nolan,0.6095,strauss nolan,0.6009
9644566,Oppenheimer,jealousy robert oppenheimer,0.6461,oppenheimer really like,0.6274,greatly anticipate oppenheimer,0.6103,anticipate oppenheimer really,0.598,oppenheimer stupid,0.5903
9201510,Oppenheimer,cinemachristopher nolan culminate,0.7036,american cinemachristopher nolan,0.6852,cinemachristopher nolan,0.6654,christopher nolans,0.6397,christopher nolan,0.6185
9313474,Oppenheimer,christopher nolans oppenheimer,0.7084,recommend oppenheimer cinematic,0.6495,filmmake good oppenheimer,0.6443,oppenheimer cinematic masterpiece,0.6329,nolans oppenheimer,0.6148
